request_id|subject|target_node|ingress_node|processed_by|routed_from|routed_to|prefix_match_input_tokens|expected_cache_hit_tokens|expected_cache_hit_ratio|sglang_prompt_tokens|sglang_cache_hit_tokens|sglang_cache_hit_ratio|local_snapshot_match_after_process|total_time_s|generated_text|error
771|high_school_european_history|2|2|2|||1725|1655|0.9594|1725|1655|0.9594|1725|0.3713| D|
772|high_school_psychology|3|3|0|3|0|345|289|0.8377|345|289|0.8377|345|0.0877| C|
773|high_school_statistics|0|0|3|0|3|672|569|0.8467|672|569|0.8467|672|0.0125| B|
774|moral_scenarios|1|1|2|1|2|621|561|0.9034|621|561|0.9034|621|0.0167| C|
775|high_school_mathematics|2|2|1|2|1|551|498|0.9038|551|498|0.9038|551|0.0165| B|
776|professional_psychology|3|3|1|3|1|412|357|0.8665|412|357|0.8665|412|0.5977| D|
777|us_foreign_policy|0|0|2|0|2|347|292|0.8415|347|292|0.8415|347|0.2291| D|
778|human_aging|1|1|3|1|3|304|261|0.8586|304|261|0.8586|304|0.0162| C|
779|professional_psychology|2|2|1|2|1|412|353|0.8568|412|353|0.8568|412|0.1026| B|
780|professional_law|3|3|0|3|0|1446|1179|0.8154|1446|1179|0.8154|1446|0.0257| B|
781|professional_law|0|0|0|||1571|1179|0.7505|1571|1179|0.7505|1571|0.0215| B|
782|philosophy|1|1|0|1|0|311|246|0.791|311|246|0.791|311|0.0147| B|
783|miscellaneous|2|2|2|||311|262|0.8424|311|262|0.8424|311|0.0136| A|
784|philosophy|3|3|0|3|0|296|247|0.8345|296|247|0.8345|296|0.5308| D|
785|high_school_psychology|0|0|0|||374|293|0.7834|374|293|0.7834|374|0.3668| B|
786|global_facts|1|1|2|1|2|337|289|0.8576|337|289|0.8576|337|0.2315| B|
787|high_school_psychology|2|2|0|2|0|324|290|0.8951|324|290|0.8951|324|0.2272| B|
788|college_physics|3|3|0|3|0|511|438|0.8571|511|438|0.8571|511|0.0189| D|
789|security_studies|0|0|1|0|1|886|797|0.8995|886|797|0.8995|886|0.2131| D|
790|high_school_psychology|1|1|0|1|0|334|290|0.8683|334|290|0.8683|334|0.0146| D|
791|philosophy|2|2|0|2|0|314|246|0.7834|314|246|0.7834|314|0.3646| B|
792|high_school_macroeconomics|3|3|0|3|0|449|369|0.8218|449|369|0.8218|449|0.475| B|
793|professional_psychology|0|0|1|0|1|413|356|0.862|413|356|0.862|413|0.2752| B|
794|high_school_us_history|1|1|2|1|2|1761|1468|0.8336|1761|1468|0.8336|1761|0.0221| C|
795|miscellaneous|2|2|2|||365|261|0.7151|365|261|0.7151|365|0.0147| A|
796|college_computer_science|3|3|2|3|2|798|719|0.901|798|719|0.901|798|0.4322| D|
797|college_medicine|0|0|0|||496|446|0.8992|496|446|0.8992|496|0.3758| C|
798|clinical_knowledge|1|1|1|||292|235|0.8048|292|235|0.8048|292|0.0189| A|
799|miscellaneous|2|2|2|||285|262|0.9193|285|262|0.9193|285|0.2812| B|
800|high_school_geography|3|3|1|3|1|277|248|0.8953|277|248|0.8953|277|0.0248| D|
801|professional_psychology|0|0|1|0|1|399|356|0.8922|399|356|0.8922|399|0.0222| D|
802|high_school_us_history|1|1|2|1|2|1741|1468|0.8432|1741|1468|0.8432|1741|0.0304| A|
803|high_school_biology|2|2|1|2|1|408|330|0.8088|408|330|0.8088|408|0.5326| B|
804|high_school_macroeconomics|3|3|0|3|0|415|368|0.8867|415|368|0.8867|415|0.0169| C|
805|philosophy|0|0|0|||302|246|0.8146|302|246|0.8146|302|0.0904| D|
806|high_school_mathematics|1|1|1|||562|495|0.8808|562|495|0.8808|562|0.1706| B|
807|conceptual_physics|2|2|0|2|0|316|244|0.7722|316|244|0.7722|316|0.0994| C|
808|miscellaneous|3|3|2|3|2|334|265|0.7934|334|265|0.7934|334|0.0163| D|
809|professional_law|0|0|0|||1628|1178|0.7236|1628|1178|0.7236|1628|0.152| B|
810|sociology|1|1|1|||397|329|0.8287|397|329|0.8287|397|0.1547| D|
811|college_physics|2|2|0|2|0|484|439|0.907|484|439|0.907|484|0.0164| C|
812|prehistory|3|3|3|||388|347|0.8943|388|347|0.8943|388|0.014| C|
813|high_school_chemistry|0|0|2|0|2|475|380|0.8|475|380|0.8|475|0.2907| B|
814|high_school_mathematics|1|1|1|||576|495|0.8594|576|495|0.8594|576|0.1962| D|
815|professional_accounting|2|2|3|2|3|574|465|0.8101|574|465|0.8101|574|0.1482| B|
816|high_school_computer_science|3|3|1|3|1|674|569|0.8442|674|569|0.8442|674|0.0262| C|
817|college_computer_science|0|0|0|||782|719|0.9194|782|719|0.9194|782|0.3672| C|
818|professional_law|1|1|0|1|0|1325|1180|0.8906|1325|1180|0.8906|1325|0.353| A|
819|college_mathematics|2|2|1|2|1|444|388|0.8739|444|388|0.8739|444|0.447| D|
820|professional_psychology|3|3|1|3|1|417|354|0.8489|417|354|0.8489|417|0.0146| B|
821|computer_security|0|0|1|0|1|504|456|0.9048|504|456|0.9048|504|0.0159| B|
822|professional_medicine|1|1|0|1|0|1197|1097|0.9165|1197|1097|0.9165|1197|0.0678| D|
823|professional_law|2|2|0|2|0|1447|1177|0.8134|1447|1177|0.8134|1447|0.1257| D|
824|high_school_statistics|3|3|3|||692|569|0.8223|692|569|0.8223|692|0.0994| C|
825|professional_law|0|0|0|||1432|1178|0.8226|1432|1178|0.8226|1432|0.5215| C|
826|high_school_european_history|1|1|2|1|2|1708|1492|0.8735|1708|1492|0.8735|1708|0.2008| B|
827|high_school_biology|2|2|1|2|1|366|329|0.8989|366|329|0.8989|366|0.0144| C|
828|professional_law|3|3|0|3|0|1367|1178|0.8617|1367|1178|0.8617|1367|0.4906| B|
829|sociology|0|0|1|0|1|385|329|0.8545|385|329|0.8545|385|0.4383| A|
830|prehistory|1|1|3|1|3|436|344|0.789|436|344|0.789|436|0.0129| B|
831|professional_medicine|2|2|0|2|0|1310|1097|0.8374|1310|1097|0.8374|1310|0.0787| B|
832|business_ethics|3|3|1|3|1|463|384|0.8294|463|384|0.8294|463|0.2781| D|
833|miscellaneous|0|0|2|0|2|296|262|0.8851|296|262|0.8851|296|0.2301| A|
834|management|1|1|2|1|2|277|234|0.8448|277|234|0.8448|277|0.047| C|
835|professional_law|2|2|0|2|0|1447|1178|0.8141|1447|1178|0.8141|1447|0.0205| D|
836|high_school_biology|3|3|1|3|1|365|329|0.9014|365|329|0.9014|365|0.2719| B|
837|elementary_mathematics|0|0|2|0|2|370|323|0.873|370|323|0.873|370|0.2757| B|
838|security_studies|1|1|1|||851|796|0.9354|851|796|0.9354|851|0.0207| A|
839|high_school_physics|2|2|0|2|0|604|529|0.8758|604|529|0.8758|604|0.4713| C|
840|sociology|3|3|1|3|1|392|330|0.8418|392|330|0.8418|392|0.0138| C|
841|professional_law|0|0|0|||1428|1179|0.8256|1428|1179|0.8256|1428|1.036| C|
842|high_school_computer_science|1|1|1|||657|573|0.8721|657|573|0.8721|657|0.1242| C|
843|miscellaneous|2|2|2|||293|262|0.8942|293|262|0.8942|293|0.3243| C|
844|conceptual_physics|3|3|0|3|0|310|244|0.7871|310|244|0.7871|310|0.0154| C|
845|moral_disputes|0|0|0|||397|318|0.801|397|318|0.801|397|0.1872| A|
846|elementary_mathematics|1|1|1|||395|323|0.8177|395|323|0.8177|395|0.0945| B|
847|miscellaneous|2|2|2|||293|263|0.8976|293|263|0.8976|293|0.5297| C|
848|security_studies|3|3|1|3|1|998|795|0.7966|998|795|0.7966|998|0.0261| A|
849|miscellaneous|0|0|2|0|2|292|263|0.9007|292|263|0.9007|292|0.0136| C|
850|security_studies|1|1|1|||1058|796|0.7524|1058|796|0.7524|1058|0.0786| B|
851|conceptual_physics|2|2|0|2|0|290|243|0.8379|290|243|0.8379|290|0.5183| D|
852|high_school_macroeconomics|3|3|0|3|0|416|369|0.887|416|369|0.887|416|0.3942| D|
853|professional_accounting|0|0|3|0|3|581|465|0.8003|581|465|0.8003|581|0.1751| C|
854|machine_learning|1|1|0|1|0|434|352|0.8111|434|352|0.8111|434|0.4913| C|
855|international_law|2|2|1|2|1|532|440|0.8271|532|440|0.8271|532|0.1879| C|
856|high_school_government_and_politics|3|3|1|3|1|464|415|0.8944|464|415|0.8944|464|0.0157| C|
857|professional_psychology|0|0|1|0|1|392|353|0.9005|392|353|0.9005|392|0.1751| B|
858|moral_scenarios|1|1|2|1|2|637|561|0.8807|637|561|0.8807|637|0.1282| C|
859|moral_scenarios|2|2|2|||615|562|0.9138|615|562|0.9138|615|0.2399| C|
860|college_computer_science|3|3|2|3|2|763|719|0.9423|763|719|0.9423|763|0.1736| D|
861|high_school_government_and_politics|0|0|1|0|1|475|415|0.8737|475|415|0.8737|475|0.356| D|
862|miscellaneous|1|1|2|1|2|320|266|0.8313|320|266|0.8313|320|0.1111| C|
863|professional_psychology|2|2|1|2|1|405|353|0.8716|405|353|0.8716|405|0.0146| C|
864|world_religions|3|3|3|||264|206|0.7803|264|206|0.7803|264|0.1064| C|
865|anatomy|0|0|0|||423|299|0.7069|423|299|0.7069|423|0.4244| A|
866|miscellaneous|1|1|2|1|2|301|267|0.887|301|267|0.887|301|0.1446| C|
867|electrical_engineering|2|2|1|2|1|397|330|0.8312|397|330|0.8312|397|0.1461| C|
868|astronomy|3|3|1|3|1|403|338|0.8387|403|338|0.8387|403|0.2825| B|
869|miscellaneous|0|0|2|0|2|304|262|0.8618|304|262|0.8618|304|0.154| C|
870|high_school_us_history|1|1|2|1|2|1641|1469|0.8952|1641|1469|0.8952|1641|0.0235| A|
871|moral_disputes|2|2|0|2|0|358|318|0.8883|358|318|0.8883|358|0.0196| B|
872|prehistory|3|3|3|||406|344|0.8473|406|344|0.8473|406|0.3498| B|
873|human_aging|0|0|3|0|3|325|261|0.8031|325|261|0.8031|325|0.0108| B|
874|high_school_physics|1|1|0|1|0|615|532|0.865|615|532|0.865|615|0.0173| D|
875|moral_disputes|2|2|0|2|0|403|318|0.7891|403|318|0.7891|403|0.0145| A|
876|moral_disputes|3|3|0|3|0|399|318|0.797|399|318|0.797|399|0.2352| B|
877|virology|0|0|0|||340|261|0.7676|340|261|0.7676|340|0.1235| C|
878|high_school_psychology|1|1|0|1|0|327|289|0.8838|327|289|0.8838|327|0.0165| D|
879|public_relations|2|2|1|2|1|426|364|0.8545|426|364|0.8545|426|0.016| A|
880|high_school_macroeconomics|3|3|0|3|0|451|368|0.816|451|368|0.816|451|0.2755| C|
881|high_school_mathematics|0|0|1|0|1|548|496|0.9051|548|496|0.9051|548|0.1346| A|
882|human_sexuality|1|1|1|||407|337|0.828|407|337|0.828|407|0.2571| D|
883|computer_security|2|2|1|2|1|557|454|0.8151|557|454|0.8151|557|0.0126| C|
884|human_aging|3|3|3|||328|261|0.7957|328|261|0.7957|328|0.0124| B|
885|moral_scenarios|0|0|2|0|2|625|561|0.8976|625|561|0.8976|625|0.2573| C|
886|professional_medicine|1|1|0|1|0|1315|1100|0.8365|1315|1100|0.8365|1315|0.0186| C|
887|marketing|2|2|2|||396|340|0.8586|396|340|0.8586|396|0.0146| C|
888|high_school_geography|3|3|1|3|1|278|247|0.8885|278|247|0.8885|278|0.0897| D|
889|high_school_world_history|0|0|2|0|2|1662|1441|0.867|1662|1441|0.867|1662|0.1191| A|
890|college_computer_science|1|1|2|1|2|775|719|0.9277|775|719|0.9277|775|0.2307| A|
891|elementary_mathematics|2|2|2|||427|320|0.7494|427|320|0.7494|427|0.0608| B|
892|high_school_psychology|3|3|0|3|0|353|289|0.8187|353|289|0.8187|353|0.164| B|
893|high_school_chemistry|0|0|2|0|2|480|379|0.7896|480|379|0.7896|480|0.0164| B|
894|high_school_microeconomics|1|1|3|1|3|468|386|0.8248|468|386|0.8248|468|0.1114| B|
895|moral_scenarios|2|2|2|||622|562|0.9035|622|562|0.9035|622|0.0628| A|
896|high_school_psychology|3|3|0|3|0|438|289|0.6598|438|289|0.6598|438|0.0169| A|
897|high_school_psychology|0|0|0|||323|290|0.8978|323|290|0.8978|323|0.0941| A|
898|elementary_mathematics|1|1|1|||427|320|0.7494|427|320|0.7494|427|0.26| B|
899|high_school_mathematics|2|2|1|2|1|581|497|0.8554|581|497|0.8554|581|0.0163| D|
900|high_school_biology|3|3|1|3|1|434|330|0.7604|434|330|0.7604|434|0.0179| C|
901|high_school_biology|0|0|1|0|1|358|330|0.9218|358|330|0.9218|358|0.0181| D|
902|astronomy|1|1|1|||396|339|0.8561|396|339|0.8561|396|0.0456| A|
903|prehistory|2|2|3|2|3|446|344|0.7713|446|344|0.7713|446|0.2054| D|
904|moral_scenarios|3|3|2|3|2|624|562|0.9006|624|562|0.9006|624|0.0166| C|
905|professional_law|0|0|0|||1377|1178|0.8555|1377|1178|0.8555|1377|0.0946| D|
906|conceptual_physics|1|1|0|1|0|286|243|0.8497|286|243|0.8497|286|0.0142| A|
907|computer_security|2|2|1|2|1|531|455|0.8569|531|455|0.8569|531|0.0886| D|
908|professional_law|3|3|0|3|0|1343|1178|0.8771|1343|1178|0.8771|1343|0.282| B|
909|moral_scenarios|0|0|2|0|2|612|561|0.9167|612|561|0.9167|612|0.0201| C|
910|machine_learning|1|1|0|1|0|424|347|0.8184|424|347|0.8184|424|0.2509| B|
911|high_school_mathematics|2|2|1|2|1|541|498|0.9205|541|498|0.9205|541|0.0212| B|
912|professional_law|3|3|0|3|0|1482|1177|0.7942|1482|1177|0.7942|1482|0.3427| D|
913|clinical_knowledge|0|0|1|0|1|278|235|0.8453|278|235|0.8453|278|0.2321| B|
914|high_school_chemistry|1|1|2|1|2|442|380|0.8597|442|380|0.8597|442|0.4367| C|
915|high_school_biology|2|2|1|2|1|374|331|0.885|374|331|0.885|374|0.2087| C|
916|moral_scenarios|3|3|2|3|2|633|560|0.8847|633|560|0.8847|633|0.0136| C|
917|high_school_government_and_politics|0|0|1|0|1|493|416|0.8438|493|416|0.8438|493|0.118| C|
918|sociology|1|1|1|||379|329|0.8681|379|329|0.8681|379|0.1441| A|
919|prehistory|2|2|3|2|3|466|344|0.7382|466|344|0.7382|466|0.0124| B|
920|elementary_mathematics|3|3|1|3|1|405|320|0.7901|405|320|0.7901|405|0.3073| B|
921|moral_disputes|0|0|0|||392|322|0.8214|392|322|0.8214|392|0.2264| B|
922|prehistory|1|1|3|1|3|398|343|0.8618|398|343|0.8618|398|0.0142| C|
923|prehistory|2|2|3|2|3|396|344|0.8687|396|344|0.8687|396|0.0136| B|
924|professional_law|3|3|0|3|0|1422|1180|0.8298|1422|1180|0.8298|1422|0.0158| D|
925|high_school_biology|0|0|1|0|1|421|329|0.7815|421|329|0.7815|421|0.2639| B|
926|conceptual_physics|1|1|0|1|0|272|244|0.8971|272|244|0.8971|272|0.0154| D|
927|conceptual_physics|2|2|0|2|0|274|244|0.8905|274|244|0.8905|274|0.0143| A|
928|elementary_mathematics|3|3|1|3|1|371|326|0.8787|371|326|0.8787|371|0.2548| B|
929|high_school_macroeconomics|0|0|0|||432|372|0.8611|432|372|0.8611|432|0.2792| B|
930|professional_law|1|1|0|1|0|1375|1179|0.8575|1375|1179|0.8575|1375|0.0188| A|
931|professional_law|2|2|0|2|0|1554|1179|0.7587|1554|1179|0.7587|1554|0.1992| D|
932|professional_psychology|3|3|1|3|1|457|353|0.7724|457|353|0.7724|457|0.2463| C|
933|anatomy|0|0|0|||374|299|0.7995|374|299|0.7995|374|0.2539| A|
934|business_ethics|1|1|1|||479|384|0.8017|479|384|0.8017|479|0.2683| B|
935|sociology|2|2|1|2|1|386|330|0.8549|386|330|0.8549|386|0.2524| B|
936|conceptual_physics|3|3|0|3|0|270|244|0.9037|270|244|0.9037|270|0.0582| C|
937|professional_medicine|0|0|0|||1398|1097|0.7847|1398|1097|0.7847|1398|0.1145| D|
938|moral_scenarios|1|1|2|1|2|624|561|0.899|624|561|0.899|624|0.1747| C|
939|college_physics|2|2|0|2|0|529|438|0.828|529|438|0.828|529|0.5975| A|
940|professional_law|3|3|0|3|0|1458|1178|0.808|1458|1178|0.808|1458|0.0184| A|
941|moral_scenarios|0|0|2|0|2|616|561|0.9107|616|561|0.9107|616|0.2551| A|
942|moral_scenarios|1|1|2|1|2|610|563|0.923|610|563|0.923|610|0.0167| A|
943|international_law|2|2|1|2|1|557|442|0.7935|557|442|0.7935|557|0.0169| B|
944|professional_law|3|3|0|3|0|1307|1177|0.9005|1307|1177|0.9005|1307|0.2552| C|
945|moral_scenarios|0|0|2|0|2|617|561|0.9092|617|561|0.9092|617|0.0171| A|
946|miscellaneous|1|1|2|1|2|291|263|0.9038|291|263|0.9038|291|0.368| C|
947|college_chemistry|2|2|0|2|0|371|335|0.903|371|335|0.903|371|0.3965| B|
948|high_school_psychology|3|3|0|3|0|326|290|0.8896|326|290|0.8896|326|0.2691| D|
949|philosophy|0|0|0|||288|246|0.8542|288|246|0.8542|288|0.4007| B|
950|professional_accounting|1|1|3|1|3|521|465|0.8925|521|465|0.8925|521|0.0134| B|
951|professional_law|2|2|0|2|0|1322|1178|0.8911|1322|1178|0.8911|1322|0.2295| D|
952|jurisprudence|3|3|1|3|1|412|379|0.9199|412|379|0.9199|412|0.0906| C|
953|high_school_computer_science|0|0|1|0|1|773|569|0.7361|773|569|0.7361|773|0.1959| D|
954|professional_psychology|1|1|1|||421|352|0.8361|421|352|0.8361|421|0.0162| D|
955|high_school_psychology|2|2|0|2|0|347|290|0.8357|347|290|0.8357|347|0.0179| C|
956|nutrition|3|3|1|3|1|364|304|0.8352|364|304|0.8352|364|0.2049| C|
957|abstract_algebra|0|0|2|0|2|416|354|0.851|416|354|0.851|416|0.1273| C|
958|philosophy|1|1|0|1|0|292|246|0.8425|292|246|0.8425|292|0.4652| D|
959|professional_law|2|2|0|2|0|1591|1178|0.7404|1591|1178|0.7404|1591|0.0255| D|
960|college_computer_science|3|3|2|3|2|826|723|0.8753|826|723|0.8753|826|0.2884| A|
961|human_aging|0|0|3|0|3|294|261|0.8878|294|261|0.8878|294|0.126| B|
962|prehistory|1|1|3|1|3|388|343|0.884|388|343|0.884|388|0.1857| B|
963|philosophy|2|2|0|2|0|289|246|0.8512|289|246|0.8512|289|0.3727| C|
964|professional_psychology|3|3|1|3|1|462|353|0.7641|462|353|0.7641|462|0.1534| C|
965|professional_law|0|0|0|||1493|1180|0.7904|1493|1180|0.7904|1493|0.4469| B|
966|logical_fallacies|1|1|0|1|0|453|419|0.9249|453|419|0.9249|453|0.0873| D|
967|elementary_mathematics|2|2|2|||365|320|0.8767|365|320|0.8767|365|0.0167| B|
968|high_school_government_and_politics|3|3|1|3|1|489|419|0.8569|489|419|0.8569|489|0.3356| B|
969|conceptual_physics|0|0|0|||275|244|0.8873|275|244|0.8873|275|0.4686| C|
970|nutrition|1|1|1|||362|309|0.8536|362|309|0.8536|362|0.3932| D|
971|moral_scenarios|2|2|2|||621|560|0.9018|621|560|0.9018|621|0.1537| A|
972|nutrition|3|3|1|3|1|341|306|0.8974|341|306|0.8974|341|0.014| C|
973|high_school_psychology|0|0|0|||334|290|0.8683|334|290|0.8683|334|0.6004| D|
974|high_school_psychology|1|1|0|1|0|336|290|0.8631|336|290|0.8631|336|0.4369| A|
975|us_foreign_policy|2|2|2|||377|295|0.7825|377|295|0.7825|377|0.1612| A|
976|professional_law|3|3|0|3|0|1346|1179|0.8759|1346|1179|0.8759|1346|0.7767| C|
977|high_school_government_and_politics|0|0|1|0|1|470|415|0.883|470|415|0.883|470|0.3038| D|
978|professional_psychology|1|1|1|||440|353|0.8023|440|353|0.8023|440|0.0152| B|
979|nutrition|2|2|1|2|1|343|304|0.8863|343|304|0.8863|343|0.0165| D|
980|professional_law|3|3|0|3|0|1295|1180|0.9112|1295|1180|0.9112|1295|0.3196| B|
981|professional_law|0|0|0|||1481|1178|0.7954|1481|1178|0.7954|1481|0.3434| B|
982|miscellaneous|1|1|2|1|2|354|262|0.7401|354|262|0.7401|354|0.0201| B|
983|moral_scenarios|2|2|2|||617|562|0.9109|617|562|0.9109|617|0.016| C|
984|philosophy|3|3|0|3|0|310|248|0.8|310|248|0.8|310|0.3158| A|
985|high_school_mathematics|0|0|1|0|1|569|496|0.8717|569|496|0.8717|569|0.1822| B|
986|college_chemistry|1|1|0|1|0|482|335|0.695|482|335|0.695|482|0.0189| C|
987|professional_law|2|2|0|2|0|1348|1178|0.8739|1348|1178|0.8739|1348|0.0196| B|
988|college_biology|3|3|0|3|0|440|341|0.775|440|341|0.775|440|0.0189| A|
989|high_school_geography|0|0|1|0|1|287|248|0.8641|287|248|0.8641|287|0.0168| A|
990|high_school_psychology|1|1|0|1|0|327|290|0.8869|327|290|0.8869|327|0.5191| B|
991|nutrition|2|2|1|2|1|395|304|0.7696|395|304|0.7696|395|0.0231| C|
992|college_chemistry|3|3|0|3|0|468|335|0.7158|468|335|0.7158|468|0.0865| C|
993|high_school_psychology|0|0|0|||366|291|0.7951|366|291|0.7951|366|0.0149| C|
994|high_school_mathematics|1|1|1|||555|496|0.8937|555|496|0.8937|555|0.0243| B|
995|professional_psychology|2|2|1|2|1|429|353|0.8228|429|353|0.8228|429|0.014| A|
996|moral_scenarios|3|3|2|3|2|615|561|0.9122|615|561|0.9122|615|0.2344| C|
997|professional_law|0|0|0|||1559|1181|0.7575|1559|1181|0.7575|1559|0.5643| D|
998|human_aging|1|1|3|1|3|296|261|0.8818|296|261|0.8818|296|0.2013| A|
999|miscellaneous|2|2|2|||345|265|0.7681|345|265|0.7681|345|0.3483| A|
1000|moral_scenarios|3|3|2|3|2|621|560|0.9018|621|560|0.9018|621|0.1908| C|
1001|elementary_mathematics|0|0|1|0|1|402|320|0.796|402|320|0.796|402|0.3231| B|
1002|computer_security|1|1|1|||573|453|0.7906|573|453|0.7906|573|0.0771| C|
1003|professional_law|2|2|0|2|0|1470|1178|0.8014|1470|1178|0.8014|1470|0.0205| B|
1004|elementary_mathematics|3|3|1|3|1|378|321|0.8492|378|321|0.8492|378|0.0455| B|
1005|nutrition|0|0|1|0|1|406|304|0.7488|406|304|0.7488|406|0.0512| B|
1006|moral_scenarios|1|1|2|1|2|629|560|0.8903|629|560|0.8903|629|0.0214| C|
1007|high_school_macroeconomics|2|2|0|2|0|451|369|0.8182|451|369|0.8182|451|0.5901| D|
1008|elementary_mathematics|3|3|1|3|1|394|320|0.8122|394|320|0.8122|394|0.016| C|
1009|astronomy|0|0|1|0|1|394|339|0.8604|394|339|0.8604|394|0.4216| C|
1010|high_school_us_history|1|1|2|1|2|1762|1713|0.9722|1762|1713|0.9722|1762|0.0303| C|
1011|human_aging|2|2|3|2|3|299|265|0.8863|299|265|0.8863|299|0.012| A|
1012|high_school_chemistry|3|3|2|3|2|438|379|0.8653|438|379|0.8653|438|0.0158| A|
1013|human_sexuality|0|0|1|0|1|381|337|0.8845|381|337|0.8845|381|0.017| C|
1014|marketing|1|1|2|1|2|415|340|0.8193|415|340|0.8193|415|0.2767| B|
1015|high_school_world_history|2|2|2|||1872|1440|0.7692|1872|1440|0.7692|1872|0.3973| B|
1016|high_school_macroeconomics|3|3|0|3|0|436|373|0.8555|436|373|0.8555|436|0.0237| D|
1017|anatomy|0|0|0|||341|302|0.8856|341|302|0.8856|341|0.348| B|
1018|high_school_mathematics|1|1|1|||567|495|0.873|567|495|0.873|567|0.3745| D|
1019|professional_law|2|2|0|2|0|1366|1178|0.8624|1366|1178|0.8624|1366|0.5276| C|
1020|professional_law|3|3|0|3|0|1462|1178|0.8057|1462|1178|0.8057|1462|0.348| C|
1021|high_school_macroeconomics|0|0|0|||416|368|0.8846|416|368|0.8846|416|0.1444| D|
1022|philosophy|1|1|0|1|0|297|252|0.8485|297|252|0.8485|297|0.6583| B|
1023|college_medicine|2|2|0|2|0|520|447|0.8596|520|447|0.8596|520|0.0174| A|
1024|professional_law|3|3|0|3|0|1468|1179|0.8031|1468|1179|0.8031|1468|0.4173| B|
1025|clinical_knowledge|0|0|1|0|1|329|235|0.7143|329|235|0.7143|329|0.0155| A|
1026|logical_fallacies|1|1|0|1|0|477|416|0.8721|477|416|0.8721|477|0.2575| D|
1027|public_relations|2|2|1|2|1|413|364|0.8814|413|364|0.8814|413|0.0203| C|
1028|world_religions|3|3|3|||246|209|0.8496|246|209|0.8496|246|0.0771| A|
1029|high_school_statistics|0|0|3|0|3|682|569|0.8343|682|569|0.8343|682|0.1257| C|
1030|professional_law|1|1|0|1|0|1254|1180|0.941|1254|1180|0.941|1254|0.0194| D|
1031|high_school_psychology|2|2|0|2|0|354|289|0.8164|354|289|0.8164|354|0.0176| C|
1032|prehistory|3|3|3|||399|343|0.8596|399|343|0.8596|399|0.1313| C|
1033|professional_psychology|0|0|1|0|1|439|353|0.8041|439|353|0.8041|439|0.3622| C|
1034|professional_law|1|1|0|1|0|1220|1182|0.9689|1220|1182|0.9689|1220|0.5544| A|
1035|professional_medicine|2|2|0|2|0|1439|1095|0.7609|1439|1095|0.7609|1439|0.1695| B|
1036|formal_logic|3|3|3|||749|637|0.8505|749|637|0.8505|749|0.0667| C|
1037|professional_law|0|0|0|||1613|1178|0.7303|1613|1178|0.7303|1613|0.2845| D|
1038|high_school_biology|1|1|1|||397|330|0.8312|397|330|0.8312|397|0.1752| B|
1039|high_school_chemistry|2|2|2|||480|380|0.7917|480|380|0.7917|480|0.016| A|
1040|nutrition|3|3|1|3|1|356|304|0.8539|356|304|0.8539|356|0.2106| C|
1041|professional_accounting|0|0|3|0|3|647|465|0.7187|647|465|0.7187|647|0.1401| B|
1042|public_relations|1|1|1|||439|364|0.8292|439|364|0.8292|439|0.1518| C|
1043|professional_psychology|2|2|1|2|1|446|353|0.7915|446|353|0.7915|446|0.0168| A|
1044|high_school_government_and_politics|3|3|1|3|1|485|417|0.8598|485|417|0.8598|485|0.1591| B|
1045|high_school_mathematics|0|0|1|0|1|535|500|0.9346|535|500|0.9346|535|0.3235| B|
1046|high_school_chemistry|1|1|2|1|2|499|380|0.7615|499|380|0.7615|499|0.3826| C|
1047|moral_scenarios|2|2|2|||616|562|0.9123|616|562|0.9123|616|0.4653| C|
1048|high_school_physics|3|3|0|3|0|615|528|0.8585|615|528|0.8585|615|0.0175| C|
1049|miscellaneous|0|0|2|0|2|298|264|0.8859|298|264|0.8859|298|0.2336| D|
1050|virology|1|1|0|1|0|300|261|0.87|300|261|0.87|300|0.5457| C|
1051|econometrics|2|2|1|2|1|576|499|0.8663|576|499|0.8663|576|0.0537| C|
1052|sociology|3|3|1|3|1|396|330|0.8333|396|330|0.8333|396|0.0162| B|
1053|professional_accounting|0|0|3|0|3|549|469|0.8543|549|469|0.8543|549|0.3828| A|
1054|anatomy|1|1|0|1|0|418|299|0.7153|418|299|0.7153|418|0.1358| C|
1055|high_school_european_history|2|2|2|||1924|1492|0.7755|1924|1492|0.7755|1924|0.329| D|
1056|miscellaneous|3|3|2|3|2|323|267|0.8266|323|267|0.8266|323|0.2523| A|
1057|moral_disputes|0|0|0|||365|318|0.8712|365|318|0.8712|365|0.4826| C|
1058|professional_accounting|1|1|3|1|3|589|465|0.7895|589|465|0.7895|589|0.3317| B|
1059|college_mathematics|2|2|1|2|1|444|388|0.8739|444|388|0.8739|444|0.1931| C|
1060|logical_fallacies|3|3|0|3|0|477|419|0.8784|477|419|0.8784|477|0.0155| A|
1061|clinical_knowledge|0|0|1|0|1|271|236|0.8708|271|236|0.8708|271|0.301| C|
1062|high_school_government_and_politics|1|1|1|||461|415|0.9002|461|415|0.9002|461|0.1349| A|
1063|professional_law|2|2|0|2|0|1393|1179|0.8464|1393|1179|0.8464|1393|0.0204| B|
1064|elementary_mathematics|3|3|1|3|1|404|320|0.7921|404|320|0.7921|404|0.596| A|
1065|high_school_biology|0|0|1|0|1|377|329|0.8727|377|329|0.8727|377|0.3085| D|
1066|world_religions|1|1|3|1|3|246|206|0.8374|246|206|0.8374|246|0.248| A|
