request_id|subject|text|target_node|processed_by|routed_from|routed_to|input_tokens|output_tokens|cache_hit_tokens|cache_hit_ratio|inference_time_s|total_time_s|cache_utilization|error
2221|high_school_psychology|"T relevant to the referral concern?
A. Frequency
B. Duration
C. Intensity
D. Peer comparison
Answer:"|0|0|||264|1|0|0.0|0.7234|0.7258|0.962|
2222|high_school_government_and_politics|"me Court in some instances
D. increases the control voters have over their elected officials
Answer:"|0|2|0|2|370|1|1|0.0027|1.3986|1.4011|0.881|
2223|prehistory|"wn as a(n):
A. paleoanthropologist.
B. natural scientist.
C. evolutionist.
D. catastrophist.
Answer:"|0|0|||250|1|212|0.848|0.0394|0.041|0.747|
2224|miscellaneous|"eared on the Internet amazoncom sold only what?
A. Books
B. Compact discs
C. Cars
D. Clothes
Answer:"|3|3|||189|1|0|0.0|0.3761|0.3787|0.823|
2225|college_medicine|" of glycolysis are located in the:
A. mitochondrion.
B. nucleus.
C. cytoplasm.
D. lysosomes.
Answer:"|2|1|2|1|322|1|1|0.0031|1.0626|1.0649|0.745|
2226|professional_accounting|" have reported on Carson’s individual return?
A. $28,000
B. $132,000
C. $160,000
D. $188,000
Answer:"|2|2|||425|1|0|0.0|1.8488|1.8507|0.796|
2227|high_school_mathematics|"ay of the week will next month, April, begin?
A. Wednesday
B. Thursday
C. Friday
D. Saturday
Answer:"|0|0|||300|1|0|0.0|0.93|0.9305|0.856|
2228|world_religions|"rgest network of Confucian shrines in the world?
A. Indonesia
B. China
C. Korea
D. Singapore
Answer:"|1|0|1|0|135|1|0|0.0|0.1958|0.1968|0.992|
2229|miscellaneous|"cess of using thick applications of paint?
A. Scumbling
B. Alla prima
C. Impasto
D. Frottage
Answer:"|2|3|2|3|193|1|168|0.8705|0.0256|0.028|0.849|
2230|professional_psychology|"ccess is likely to
A. decrease
B. increase initially, then recede
C. be the same
D. increase
Answer:"|0|2|0|2|289|1|4|0.0138|0.8412|0.8416|0.712|
2231|high_school_geography|"most important to increase productivity?
A. Energy
B. Labor
C. Information
D. Specialization
Answer:"|1|0|1|0|204|1|1|0.0049|0.4325|0.4351|0.945|
2232|professional_law|"he objection, because the radar results would be construed as an admission against interest.
Answer:"|0|3|0|3|1214|1|954|0.7858|0.7974|0.8|0.954|
2233|clinical_knowledge|"urine?
A. Haematuria.
B. Bladder outflow obstruction.
C. Drinking alcohol.
D. Kidney stones.
Answer:"|2|0|2|0|165|1|1|0.0061|0.2855|0.288|0.845|
2234|high_school_psychology|"efense mechanisms?
A. Rational philosophy
B. Reaction formation
C. Repression
D. Sublimation
Answer:"|3|0|3|0|257|1|0|0.0|0.6862|0.6887|0.763|
2235|high_school_macroeconomics|"ges in government spending and taxes to fight recessions or inflations.
D. federal deficits.
Answer:"|2|2|||323|1|0|0.0|1.0756|1.0781|0.61|
2236|professional_law|"s enforceable because it is generally considered to be a reasonable restraint on alienation.
Answer:"|1|3|1|3|1089|1|953|0.8751|0.2939|0.296|0.879|
2237|philosophy|" control
C. your desires had been different
D. your desires played no role in your decisions
Answer:"|3|3|||221|1|0|0.0|0.5105|0.5131|0.836|
2238|college_biology|"; primary xylem; secondary xylem; vascular cambium; secondary phloem; primary phloem; cortex
Answer:"|2|2|||355|1|0|0.0|1.2958|1.298|0.966|
2239|professional_accounting|"agement performance.
B. Risk analysis.
C. Safeguarding of assets.
D. Information processing.
Answer:"|1|1|||380|1|0|0.0|1.482|1.4843|0.918|
2240|electrical_engineering|" high frequency eddy current heating is
A. 1 KHz.
B. 5 KHz.
C. 10 MHz.
D. 10 KHz to 400 KHz.
Answer:"|2|0|2|0|235|1|1|0.0043|0.5711|0.5734|0.998|
2241|security_studies|"ict. Environmental change is unlikely to be a cause of war but can be a contributory factor.
Answer:"|1|2|1|2|862|1|2|0.0023|7.4822|7.4847|0.861|
2242|virology|". They emerge from animals to cross the species barrier infrequently
D. They cause pandemics
Answer:"|1|1|||213|1|0|0.0|0.475|0.4775|0.95|
2243|high_school_physics|"total flight time, assuming that air resistance is negligible.
A. 0.5 s
B. 1 s
C. 2 s
D. 4 s
Answer:"|1|0|1|0|456|1|1|0.0022|2.1159|2.1165|0.949|
2244|college_biology|"ted in many kinds of soils.
D. They provide carbon to plants in exchange for fixed nitrogen.
Answer:"|2|2|||310|1|0|0.0|0.992|0.9927|0.311|
2245|public_relations|"s' front page in a day pertained to how many actual news events?
A. 18
B. 24
C. 326
D. 9,574
Answer:"|3|2|3|2|301|1|0|0.0|0.9361|0.9384|0.613|
2246|marketing|"marketing
B. cold canvassing
C. the center-of-influence method
D. the sales-associate method
Answer:"|1|1|||287|1|0|0.0|0.8524|0.8539|0.883|
2247|high_school_government_and_politics|"floor of Congress
C. address Congress during its debate on bills
D. vote on acts of Congress
Answer:"|1|2|1|2|361|1|1|0.0028|1.3321|1.333|0.974|
2248|professional_law|"ty limits.
D. not recover, because the motorist's act was a supervening cause of his injury.
Answer:"|3|3|||1207|1|953|0.7896|0.7659|0.7687|0.901|
2249|high_school_physics|" what average force did the floor exert on the ball?
A. 0.16 N
B. 0.16 N
C. 0.32 N
D. 0.36 N
Answer:"|3|0|3|0|472|1|410|0.8686|0.0856|0.0884|0.754|
2250|virology|" immune cell to respond defensively to HIV infection is:
A. CD4+
B. CD8+
C. CD57
D. NK cells
Answer:"|2|1|2|1|192|1|170|0.8854|0.024|0.0264|0.906|
2251|miscellaneous|"eves that the sky is falling?
A. Chicken Little
B. Curious George
C. Jack Sprat
D. Tom Thumb
Answer:"|0|3|0|3|191|1|168|0.8796|0.0244|0.0266|0.925|
2252|professional_psychology|"iting the influence of
A. group think
B. group polarization
C. social loafing
D. risky shift
Answer:"|1|2|1|2|294|1|4|0.0136|0.8704|0.8729|0.954|
2253|college_biology|"dness
B. frequency of the altruistic allele
C. inbreeding coefficient
D. rate of reciprocity
Answer:"|2|2|||299|1|0|0.0|0.9239|0.9253|0.952|
2254|machine_learning|" allow classes to have different mean vectors or we force them to share the same mean vector
Answer:"|3|3|||299|1|0|0.0|0.9239|0.9265|0.938|
2255|miscellaneous|"lly stuffed with what filling?
A. potato
B. creamed corn
C. lemon custard
D. raspberry jelly
Answer:"|1|3|1|3|188|1|168|0.8936|0.0228|0.0251|0.959|
2256|econometrics|"d (iv) only
B. (i) and (iii) only
C. (i), (ii), and (iii) only
D. (i), (ii), (iii), and (iv)
Answer:"|3|2|3|2|467|1|1|0.0021|2.2183|2.2207|0.767|
2257|high_school_statistics|". Convenience sample
B. Simple random sample (SRS)
C. Stratified sample
D. Systematic sample
Answer:"|1|0|1|0|428|1|1|0.0023|1.8661|1.8685|0.947|
2258|college_medicine|"er band when he eats a high calorie snack.
D. Hide snack food out of sight within his house.
Answer:"|3|3|||389|1|0|0.0|1.5521|1.5546|0.99|
2259|high_school_world_history|"ion.
D. seems to have been the product of a well-organized and long-premeditated conspiracy.
Answer:"|1|1|||1485|1|1|0.0007|22.1711|22.1733|0.0|
2260|nutrition|"fore breakfast?

A. Alanine
B. Glucose
C. Ketone bodies
D. Non-esterified (free) fatty acids
Answer:"|2|2|||264|1|1|0.0038|0.7181|0.7206|0.731|
2261|marketing|". Digital marketing.
B. Interactive marketing.
C. Direct marketing.
D. Electronic marketing.
Answer:"|2|1|2|1|300|1|1|0.0033|0.924|0.9259|0.3|
2262|nutrition|" lead to intestinal obstruction
C. Is best treated surgically
D. Requires a gluten free diet
Answer:"|3|2|3|2|227|1|202|0.8899|0.029|0.0314|0.757|
2263|high_school_mathematics|"ositive integer values of $n$ such that $n^2$ is a factor of $1200$?
A. 42
B. 12
C. 36
D. 39
Answer:"|1|1|||297|1|0|0.0|0.9118|0.9123|0.598|
2264|sociology|"relation to a cultural ideal
D. their male partners pressurize them to look like supermodels
Answer:"|2|2|||314|1|0|0.0|1.0174|1.0199|0.605|
2265|high_school_computer_science|"B

What is the output of the statement ""a"" + ""ab"" in Python 3?
A. Error
B. aab
C. ab
D. a ab
Answer:"|2|2|||481|1|0|0.0|2.3617|2.3641|0.823|
2266|marketing|"ducts at an early stage:
A. Late majority.
B. Early adopter.
C. Early majority.
D. Laggards.
Answer:"|2|1|2|1|290|1|249|0.8586|0.0458|0.0471|0.64|
2267|security_studies|"ase at the future impact of more serious outbreaks in an increasingly globalised population.
Answer:"|0|2|0|2|849|1|1|0.0012|7.2759|7.2781|0.849|
2268|moral_disputes|"llowing moral theories?
A. consequentialism
B. Kantianism
C. virtue ethics
D. contractualism
Answer:"|0|0|||259|1|0|0.0|0.6967|0.6991|0.751|
2269|college_physics|" (Assume the uncertainty in the ball’s mass is negligibly small.)
A. 5%
B. 10%
C. 15%
D. 20%
Answer:"|1|0|1|0|383|1|1|0.0026|1.4975|1.5|0.643|
2270|college_biology|"licates via an RNA intermediate
D. A DNA sequence that replicates via a protein intermediate
Answer:"|0|0|||303|1|0|0.0|0.9484|0.9507|0.947|
2271|human_aging|" all life-prolonging technologies is called
A. Euthanasia
B. Cryonics
C. Medicare
D. Hospice
Answer:"|2|0|2|0|219|1|1|0.0046|0.4971|0.4996|0.906|
2272|prehistory|"ure occur?
A. 5,000 years ago
B. just after A.D. 1000
C. before A.D. 1000
D. 2,000 years ago
Answer:"|0|0|||239|1|0|0.0|0.5951|0.5977|0.763|
2273|college_medicine|"cell division
C. Blastocyst, increase in blood flow
D. Blastocyst, corpus luteum maintenance
Answer:"|0|3|0|3|355|1|305|0.8592|0.0605|0.063|0.786|
2274|professional_psychology|"case of
A. reminiscence
B. retroactive inhibition
C. latent learning
D. proactive inhibition
Answer:"|3|2|3|2|286|1|2|0.007|0.8352|0.8375|0.285|
2275|high_school_us_history|"n by the Algonquians
C. Mixed agriculture among the Iroquois
D. Seal hunting among the Inuit
Answer:"|3|1|3|1|1375|1|7|0.0051|18.8517|18.854|0.0|
2276|conceptual_physics|"ts pull on Mars would be
A. unchanged
B. twice as much
C. half as much
D. four times as much
Answer:"|2|3|2|3|193|1|1|0.0052|0.3879|0.3903|0.979|
2277|professional_law|"r did not have a fiduciary relationship requiring him to protect the pedestrian's interests.
Answer:"|1|1|||1165|1|0|0.0|13.6888|13.6907|0.0|
2278|high_school_biology|"f gene flow.
D. It is the differential survival and reproduction of the most-fit phenotypes.
Answer:"|3|3|||292|1|0|0.0|0.8818|0.8844|0.948|
2279|elementary_mathematics|"
D. t over 4 = 112; $28
Answer: B

If x − 3 = 6, what is the value of x?
A. 2
B. 3
C. 6
D. 9
Answer:"|3|3|||201|1|0|0.0|0.4241|0.4259|0.739|
2280|public_relations|"ging behavior?
A. coorientation
B. opinion change
C. reaction formation
D. semantic encoding
Answer:"|0|2|0|2|297|1|1|0.0034|0.9059|0.9083|0.582|
2281|high_school_world_history|"ds.
D. They could not afford the initial expense of converting to a new military technology.
Answer:"|0|0|||1283|1|0|0.0|16.5892|16.5915|0.0|
2282|electrical_engineering|"nd Germanium are ________ elements.
A. trivalant
B. pentavalant
C. hexavalant
D. tetravalant
Answer:"|1|0|1|0|222|1|0|0.0|0.515|0.5174|0.223|
2283|professional_law|"and the reimbursement order because the defendant was denied the right to represent himself.
Answer:"|3|1|3|1|1323|1|954|0.7211|1.4939|1.4966|0.37|
2284|high_school_psychology|"ssociated with the experience of pleasure?
A. GABA
B. Acetylcholine
C. Serotonin
D. Dopamine
Answer:"|2|2|||232|1|0|0.0|0.5614|0.5622|0.815|
2285|high_school_microeconomics|"s.
C. Price and quantity both fall.
D. Quantity rises, but the change in price is ambiguous.
Answer:"|3|3|||382|1|0|0.0|1.4974|1.5|0.878|
2286|nutrition|"t may be harmful to them.
D. The population group with the highest relative risk of disease.
Answer:"|0|2|0|2|264|1|1|0.0038|0.7181|0.7206|0.794|
2287|elementary_mathematics|"ite 7 over 33 as a decimal.
A. 0.021 repeating
B. 0.21 Repeating
C. 0.22 Repeating
D. 0.2121
Answer:"|1|3|1|3|199|1|180|0.9045|0.0235|0.0257|0.898|
2288|prehistory|" ""other people's garbage""?
A. primatology
B. archaeology
C. paleoanthropology
D. linguistics
Answer:"|1|1|||233|1|0|0.0|0.5662|0.5685|0.604|
2289|human_aging|"l
C. Typically less successful
D. Most common among those who have never been married before
Answer:"|3|0|3|0|208|1|1|0.0048|0.4493|0.4517|0.431|
2290|human_sexuality|"other to child through the placenta?
A. gonorrhea
B. syphilis
C. genital herpes
D. chlamydia
Answer:"|1|2|1|2|267|1|1|0.0037|0.7343|0.7368|0.764|
2291|professional_law|"he was consenting.
D. not guilty, because his belief that she was consenting was reasonable.
Answer:"|0|1|0|1|1172|1|954|0.814|0.5924|0.5953|0.823|
2292|high_school_european_history|"hilosophy known as
A. Neoclassicism
B. Scholasticism
C. Renaissance humanism
D. Neoplatonism
Answer:"|3|0|3|0|1299|1|7|0.0054|16.8225|16.8249|0.0|
2293|prehistory|"us.
C. They thought like us but did not look like us.
D. They did not look or think like us.
Answer:"|0|1|0|1|266|1|212|0.797|0.0558|0.0582|0.878|
2294|sociology|"le but fluid and pluralistic
D. roles have to be learned to suppress unconscious motivations
Answer:"|3|3|||300|1|0|0.0|0.93|0.9325|0.906|
2295|high_school_statistics|"ve.
D. Researchers will calculate the wrong P-value, making their advice to doctors invalid.
Answer:"|2|0|2|0|528|1|0|0.0|2.8406|2.8428|0.529|
2296|jurisprudence|"is known as:
A. Criminal Law
B. Civil Law.
C. The Uniform Commercial Code.
D. Stare decisis.
Answer:"|2|2|||318|1|1|0.0031|1.0367|1.0374|0.849|
2297|high_school_macroeconomics|"e economy.
C. raise the price level in the economy.
D. lower the price level in the economy.
Answer:"|2|2|||337|1|0|0.0|1.1694|1.1702|0.923|
2298|high_school_macroeconomics|". an increase in corporate taxes
D. a decrease in the availability of education and training
Answer:"|2|2|||332|1|289|0.8705|0.0517|0.0541|0.967|
2299|professional_law|" No, because the rules of evidence prohibit all evidence of a victim's prior sexual history.
Answer:"|1|1|||1136|1|954|0.8398|0.4448|0.4478|0.691|
2300|nutrition|"ast Asians and is thought to be due to a deficiency of?

A. ALDH1
B. ALDH2
C. ALDH3
D. ALDH4
Answer:"|1|2|1|2|231|1|1|0.0043|0.5521|0.5547|0.931|
2301|professional_law|"uying and selling real estate, is entitled to money damages but not to specific performance.
Answer:"|0|1|0|1|1162|1|953|0.8201|0.553|0.5552|0.901|
2302|miscellaneous|"fic localities.
D. Trade winds push the water into large tidal bulges near rocky shorelines.
Answer:"|3|3|||255|1|0|0.0|0.6758|0.6772|0.96|
2303|clinical_knowledge|"?
A. Weight loss
B. Pre-tibial myxoedema
C. A raised TSH level
D. An aversion to warm places
Answer:"|2|3|2|3|166|1|1|0.006|0.2889|0.2912|0.743|
2304|professional_psychology|"her outstanding fees by a specific date.
D. use a collection agency only as a “last resort.”
Answer:"|1|2|1|2|371|1|1|0.0027|1.4061|1.4087|0.984|
2305|professional_accounting|"tation
C. Inaccurate accounting of employees’ hours.
D. Recording of other employees’ hours.
Answer:"|1|1|||417|1|0|0.0|1.7806|1.7832|0.866|
2306|clinical_knowledge|"activity?
A. Temperature.
B. pH.
C. The presence of certain metal ions.
D. All of the above.
Answer:"|0|3|0|3|166|1|144|0.8675|0.0214|0.0238|0.766|
2307|conceptual_physics|"of beats is the result of sound
A. destruction
B. interference
C. resonance
D. amplification
Answer:"|1|1|||182|1|0|0.0|0.3494|0.3517|0.994|
2308|professional_psychology|"ccuracy between dimensions
D. connections between personality dimensions and actual behavior
Answer:"|0|2|0|2|295|1|253|0.8576|0.0471|0.0496|0.689|
2309|professional_law|" because the former employee is no longer authorized to speak on behalf of the manufacturer.
Answer:"|0|1|0|1|1085|1|954|0.8793|0.2801|0.281|0.943|
2310|security_studies|" weapons and technology are the active subjects determining security today.
D. All of these.
Answer:"|1|2|1|2|727|1|2|0.0028|5.329|5.3316|0.769|
2311|security_studies|"ces true security. Emancipation, theoretically, is security.' Booth, K.
D. None of the above
Answer:"|3|2|3|2|817|1|660|0.8078|0.3282|0.3308|0.927|
2312|high_school_psychology|"oor.
D. A careless driver hits and severely injures a pedestrian who is crossing the street.
Answer:"|2|2|||284|1|0|0.0|0.835|0.8375|0.443|
2313|prehistory|"t paths
B. currents and wind patterns
C. magnetic orientation to the poles
D. cloud patterns
Answer:"|0|0|||246|1|0|0.0|0.6298|0.632|0.776|
2314|miscellaneous|"s Brothers'(first names?
A. Frank and Bill
B. Tom and Dick
C. Dave and George
D. Ed and Pete
Answer:"|1|3|1|3|191|1|168|0.8796|0.0244|0.0267|0.79|
2315|philosophy|" kind of action (e.g., a merciful action) from another kind of action (e.g., a just action).
Answer:"|0|0|||292|1|0|0.0|0.8818|0.8844|0.54|
2316|prehistory|"y have reached:
A. 50,000 people.
B. 200,000 people.
C. 500,000 people.
D. 1,000,000 people.
Answer:"|0|0|||238|1|212|0.8908|0.0306|0.033|0.567|
2317|miscellaneous|" water table would intersect with the land surface at the top of the hill, forming a spring.
Answer:"|3|3|||284|1|168|0.5915|0.163|0.1642|0.907|
2318|high_school_physics|" equal to its maximum vertical displacement?
A. sin–1 (1/g)
B. cos–1 (1/g)
C. 45°
D. tan–1 4
Answer:"|0|0|||447|1|0|0.0|2.0428|2.0453|0.768|
2319|virology|" is screened
B. Vaccine has been developed
C. A range of new antivirals
D. Social distancing
Answer:"|2|2|||199|1|0|0.0|0.4159|0.4181|0.643|
2320|anatomy|"creasing turgor pressure in the palatine shelves.
D. a combination of these three processes.
Answer:"|0|1|0|1|226|1|1|0.0044|0.5289|0.5314|0.959|
2321|high_school_world_history|"ponsored religion to legitimize the government
D. Expansion of an interregional canal system
Answer:"|3|3|||1321|1|0|0.0|17.5825|17.5839|0.0|
2322|marketing|"e month of June.
D. A car dealer offers a discount to a customer in exchange for a used car.
Answer:"|3|3|||321|1|1|0.0031|1.0561|1.0578|0.321|
2323|elementary_mathematics|"food. How many 8-ounce servings are in a 28-pound bag of dog food?
A. 14
B. 56
C. 224
D. 448
Answer:"|2|3|2|3|221|1|0|0.0|0.5105|0.5129|0.543|
2324|professional_law|"s of murder.
C. Solicitation and two counts of murder.
D. Solicitation and attempted murder.
Answer:"|3|1|3|1|1147|1|954|0.8317|0.4872|0.4901|0.735|
2325|electrical_engineering|"onductor.
B. resistance of conductor.
C. (A) and (B) both in the same way.
D. none of above.
Answer:"|3|0|3|0|242|1|1|0.0041|0.605|0.6075|0.717|
2326|college_mathematics|"p end is 3 meters above the ground?
A. 12*sqrt(2)
B. 6*sqrt(2)
C. 4*sqrt(2)
D. 1/(2*sqrt(2))
Answer:"|1|1|||331|1|0|0.0|1.1287|1.1297|0.884|
2327|high_school_us_history|" part due to Congressional pressure put on President Clinton by Representative John Conyers.
Answer:"|0|3|0|3|1442|1|7|0.0049|20.7365|20.7388|0.0|
2328|high_school_european_history|"of life, liberty, and property
D. only free markets can lead nations to wealth and happiness
Answer:"|2|3|2|3|1655|1|7|0.0042|27.3245|27.3267|0.0|
2329|college_physics|"ial direction of the photon. The energy of the photon was
A. mc^2
B. 2mc^2
C. 3mc^2
D. 4mc^2
Answer:"|3|0|3|0|352|1|1|0.0028|1.2672|1.2698|0.594|
2330|professional_law|"y's Case
B. Related Doctrine of Merger
C. Contingent remainder
D. Doctrine of Worthier Title
Answer:"|1|1|||992|1|953|0.9607|0.1144|0.1172|0.924|
2331|high_school_physics|"e does
D. The block, because it does not gain rotational kinetic energy, but the sphere does
Answer:"|0|0|||524|1|1|0.0019|2.7877|2.7902|0.876|
2332|philosophy|"d.
B. a feeling or sensation.
C. a craft.
D. activity of the soul in accordance with virtue.
Answer:"|2|2|||195|1|0|0.0|0.3998|0.402|0.839|
2333|high_school_psychology|"best be classified as
A. cognitive behavioral.
B. biological.
C. psychodynamic.
D. eclectic.
Answer:"|2|2|||264|1|209|0.7917|0.0567|0.0589|0.895|
2334|philosophy|"ugh habit.
B. acquired through philosophical reflection.
C. a gift from the gods.
D. innate.
Answer:"|0|0|||191|1|0|0.0|0.3839|0.3863|0.716|
2335|moral_scenarios|"b the store.
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong
Answer:"|0|0|||456|1|0|0.0|2.125|2.1256|0.649|
2336|prehistory|"facts, ecofacts, and features.
D. the study of how materials ended up in a particular place.
Answer:"|0|0|||262|1|0|0.0|0.7126|0.715|0.912|
2337|professional_psychology|". Laissez-faire groups maintained a task orientation longer than autocratic groups
D. #NAME?
Answer:"|2|2|||314|1|2|0.0064|1.0048|1.0074|0.765|
2338|college_medicine|"ergy expenditure is approximately:
A. 400 kJ/min.
B. 200 kJ/min.
C. 80 kJ/min.
D. 40 kJ/min.
Answer:"|2|1|2|1|344|1|1|0.0029|1.2109|1.2115|0.91|
2339|professional_law|" Nancy since Charlie will not complete the contract, he is not entitled to any compensation.
Answer:"|1|1|||1091|1|953|0.8735|0.2995|0.302|0.855|
2340|moral_scenarios|" my license.
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong
Answer:"|3|0|3|0|449|1|405|0.902|0.0643|0.0666|0.957|
2341|elementary_mathematics|" 4 = 112; $28
Answer: B

Add. 46,911 + 653,092
A. 699,903
B. 700,003
C. 913,203
D. 1,122,202
Answer:"|2|2|||193|1|0|0.0|0.3918|0.3942|0.959|
2342|world_religions|"of the following does the Qur'an permit?
A. Honor Killing
B. Stoning
C. Adultery
D. Polygyny
Answer:"|3|3|||133|1|0|0.0|0.1902|0.1911|0.134|
2343|professional_psychology|"quisition?
A. gender affirmation
B. gender identity
C. gender constancy
D. gender stability.
Answer:"|3|2|3|2|281|1|253|0.9004|0.0359|0.038|0.988|
2344|moral_scenarios|"rk shoulder.
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong
Answer:"|1|0|1|0|445|1|405|0.9101|0.0605|0.0627|0.998|
2345|miscellaneous|"soil particles
B. Proportion of sand, silt, and clay
C. Organic composition
D. Profile depth
Answer:"|2|2|||195|1|0|0.0|0.3998|0.4021|0.984|
2346|nutrition|"han can readily be synthesised in the body?

A. Glutamate
B. Alanine
C. Aspartate
D. Glycine
Answer:"|1|2|1|2|243|1|1|0.0041|0.6099|0.6125|0.975|
2347|high_school_government_and_politics|"on, so that instructions are dispersed from the national level to the state and local levels
Answer:"|3|2|3|2|392|1|4|0.0102|1.5446|1.5472|0.857|
2348|high_school_macroeconomics|"C. An increase in the marginal propensity to save.
D. A decrease in the spending multiplier.
Answer:"|1|1|||333|1|0|0.0|1.1422|1.1446|0.857|
2349|miscellaneous|" appear in the Lewis Carroll poem 'Jabberwocky'?
A. brillig
B. bandersnatch
C. wabe
D. grelp
Answer:"|1|2|1|2|191|1|168|0.8796|0.0244|0.0264|0.881|
2350|moral_scenarios|"ird at them.
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong
Answer:"|0|0|||451|1|405|0.898|0.0663|0.0677|0.853|
2351|human_sexuality|"ferences.
A. natural selection
B. the new synthesis
C. sexual selection
D. the gender schema
Answer:"|0|2|0|2|273|1|4|0.0147|0.7509|0.7535|0.926|
2352|computer_security|"s over Symmetric key Cryptography because of
A. Speed
B. Space
C. Key exchange
D. Key length
Answer:"|2|2|||351|1|4|0.0114|1.2392|1.2399|0.642|
2353|world_religions|"ssic of Changes
B. Classic of the Way and Power
C. Classic of Women
D. Classic of Philosophy
Answer:"|3|3|||146|1|115|0.7877|0.0242|0.0264|0.166|
2354|abstract_algebra|"e indicated cyclic group: The cyclic subgroup of Z_30 generated by 25.
A. 25
B. 5
C. 6
D. 30
Answer:"|0|0|||211|1|0|0.0|0.4663|0.4688|0.608|
2355|prehistory|"ions?
A. test pits
B. ground-penetrating radar
C. aerial photography
D. proton magnetometers
Answer:"|3|0|3|0|235|1|212|0.9021|0.0288|0.0313|0.632|
2356|professional_psychology|"ompares 2 means from related samples
D. It is used for Matched samples, pre- and post- tests
Answer:"|0|2|0|2|322|1|4|0.0124|1.0434|1.0445|0.961|
2357|high_school_us_history|"re at the Whiskey Rebellion led to Federalist demands for a new framework for federal power.
Answer:"|0|3|0|3|1312|1|7|0.0053|17.1615|17.1638|0.0|
2358|formal_logic|" are false
D. Invalid. Counterexample when L, N, and R are true and M, O, P, and Q are false
Answer:"|3|3|||582|1|0|0.0|3.4454|3.4477|0.583|
2359|professional_psychology|"p members as the group’s solution.
A. compensatory
B. disjunctive
C. conjunctive
D. additive
Answer:"|3|2|3|2|283|1|253|0.894|0.0373|0.0396|0.992|
2360|high_school_psychology|" differences
B. Gender differences
C. Cultural environments
D. Changes in behavior over time
Answer:"|1|1|||237|1|0|0.0|0.5854|0.5879|0.711|
2361|professional_psychology|"nd high motivation.
C. high ability and low motivation.
D. high ability and high motivation.
Answer:"|2|2|||297|1|253|0.8519|0.0491|0.0517|0.743|
2362|international_law|"e neighbouring States to take whatever measures they deem necessary to rectify the situation
Answer:"|1|2|1|2|420|1|1|0.0024|1.7976|1.8002|0.815|
2363|security_studies|"e relevant political decision-making is often dominated by the military and political elite.
Answer:"|2|2|||743|1|2|0.0027|5.5651|5.5676|0.742|
2364|public_relations|"ng category?
A. Media writing
B. Personal writing
C. Business writing
D. Promotional writing
Answer:"|1|2|1|2|288|1|1|0.0035|0.8525|0.8549|0.288|
2365|moral_disputes|"B. the domain of our community.
C. the domain of our personal identity.
D. all of the above.
Answer:"|2|2|||262|1|0|0.0|0.7126|0.715|0.551|
2366|professional_law|"ablishment clause.
D. constitutional, as being within the area of compelling state interest.
Answer:"|0|1|0|1|1075|1|953|0.8865|0.2563|0.2591|0.834|
2367|medical_genetics|"mniocentesis
B. Chorion villus sampling (CVS)
C. Maternal serum screening
D. Ultrasonography
Answer:"|3|3|||165|1|0|0.0|0.2888|0.2909|0.749|
2368|professional_medicine|"ch of the following locations?
A. Apocrine gland
B. Dermis
C. Eccrine gland
D. Hair follicle
Answer:"|0|0|||865|1|0|0.0|7.5688|7.5698|0.89|
2369|college_mathematics|"raph with no cycles. How many nonisomorphic trees with 5 vertices exist?
A. 1
B. 2
C. 3
D. 4
Answer:"|0|0|||275|1|0|0.0|0.7838|0.7863|0.276|
2370|business_ethics|", Cultural, Legal, Accountability
D. Globalisation, Technological, Financial, Accountability
Answer:"|0|0|||292|1|0|0.0|0.8818|0.8841|0.569|
2371|professional_psychology|"rm of learning is called
A. critical learning
B. maturation
C. imprinting
D. social learning
Answer:"|1|2|1|2|303|1|1|0.0033|0.9423|0.9447|0.854|
2372|sociology|"ssive, and violent
C. a strong and dependable breadwinner
D. openly bisexual and proud of it
Answer:"|3|3|||284|1|0|0.0|0.835|0.8376|0.451|
2373|high_school_macroeconomics|"stitutions.
C. part of the judicial branch of government.
D. in control of the money supply.
Answer:"|3|1|3|1|328|1|289|0.8811|0.048|0.0502|0.874|
2374|philosophy|" the moral law is given to each person by:
A. society.
B. one’s own will.
C. God.
D. Nature.
Answer:"|3|3|||190|1|0|0.0|0.38|0.3822|0.642|
2375|professional_law|"se the rancher was carefully and skillfully operating his airplane when the engine went out.
Answer:"|1|1|||1126|1|954|0.8472|0.4084|0.4094|0.908|
2376|high_school_us_history|"ared to whom?
A. George Washington
B. Theodore Roosevelt
C. William M. Tweed
D. Barack Obama
Answer:"|1|3|1|3|1337|1|0|0.0|18.0094|18.0117|0.0|
2377|prehistory|"e of locomotion
B. a reliance on brachiation
C. a lack of sexual dimorphism
D. all the above
Answer:"|2|2|||243|1|0|0.0|0.6148|0.6173|0.81|
2378|business_ethics|" Norway, China, Russia
C. Britain, United States, Australia
D. Canada, Russia, United States
Answer:"|0|0|||312|1|247|0.7917|0.0735|0.0759|0.635|
2379|international_law|". A reservation is invalid when it is incompatible with the object and purpose of the treaty
Answer:"|3|2|3|2|415|1|1|0.0024|1.7555|1.758|0.962|
