request_id|subject|target_node|ingress_node|processed_by|routed_from|routed_to|prefix_match_input_tokens|expected_cache_hit_tokens|expected_cache_hit_ratio|sglang_prompt_tokens|sglang_cache_hit_tokens|sglang_cache_hit_ratio|local_snapshot_match_after_process|total_time_s|generated_text|error
2281|high_school_world_history|0|0|2|0|2|1696|1440|0.8491|1696|1440|0.8491|1696|0.0267| B|
2282|electrical_engineering|1|1|1|||366|329|0.8989|366|329|0.8989|366|0.326| D|
2283|professional_law|2|2|0|2|0|1619|1178|0.7276|1619|1178|0.7276|1619|0.0344| D|
2284|high_school_psychology|3|3|0|3|0|329|293|0.8906|329|293|0.8906|329|0.0302| D|
2285|high_school_microeconomics|0|0|3|0|3|474|386|0.8143|474|386|0.8143|474|0.5663| B|
2286|nutrition|1|1|2|1|2|378|304|0.8042|378|304|0.8042|378|0.0178| B|
2287|elementary_mathematics|2|2|2|||373|320|0.8579|373|320|0.8579|373|0.0143| C|
2288|prehistory|3|3|3|||385|344|0.8935|385|344|0.8935|385|0.0179| B|
2289|human_aging|0|0|1|0|1|302|261|0.8642|302|261|0.8642|302|0.5166| C|
2290|human_sexuality|1|1|1|||381|341|0.895|381|341|0.895|381|0.015| B|
2291|professional_law|2|2|0|2|0|1427|1182|0.8283|1427|1182|0.8283|1427|0.0357| C|
2292|high_school_european_history|3|3|2|3|2|1686|1633|0.9686|1686|1633|0.9686|1686|0.0252| C|
2293|prehistory|0|0|3|0|3|415|343|0.8265|415|343|0.8265|415|1.5092| B|
2294|sociology|1|1|1|||395|329|0.8329|395|329|0.8329|395|0.0153| C|
2295|high_school_statistics|2|2|3|2|3|746|569|0.7627|746|569|0.7627|746|0.0229| C|
2296|jurisprudence|3|3|3|||427|379|0.8876|427|379|0.8876|427|0.6928| B|
2297|high_school_macroeconomics|0|0|0|||427|370|0.8665|427|370|0.8665|427|0.0382| A|
2298|high_school_macroeconomics|1|1|0|1|0|421|369|0.8765|421|369|0.8765|421|1.3004| B|
2299|professional_law|2|2|0|2|0|1393|1180|0.8471|1393|1180|0.8471|1393|0.5348| C|
2300|nutrition|3|3|2|3|2|355|304|0.8563|355|304|0.8563|355|0.024| C|
2301|professional_law|0|0|0|||1449|1180|0.8144|1449|1180|0.8144|1449|0.5511| A|
2302|miscellaneous|1|1|2|1|2|373|265|0.7105|373|265|0.7105|373|1.2543| C|
2303|clinical_knowledge|2|2|1|2|1|282|242|0.8582|282|242|0.8582|282|0.0178| C|
2304|professional_psychology|3|3|1|3|1|489|353|0.7219|489|353|0.7219|489|0.3185| C|
2305|professional_accounting|0|0|3|0|3|562|467|0.831|562|467|0.831|562|0.0277| D|
2306|clinical_knowledge|1|1|1|||271|239|0.8819|271|239|0.8819|271|0.0146| D|
2307|conceptual_physics|2|2|0|2|0|272|247|0.9081|272|247|0.9081|272|0.5823| B|
2308|professional_psychology|3|3|2|3|2|407|353|0.8673|407|353|0.8673|407|1.286| D|
2309|professional_law|0|0|0|||1337|1178|0.8811|1337|1178|0.8811|1337|1.3996| B|
2310|security_studies|1|1|3|1|3|879|798|0.9078|879|798|0.9078|879|0.0267| D|
2311|security_studies|2|2|3|2|3|994|799|0.8038|994|799|0.8038|994|0.3255| A|
2312|high_school_psychology|3|3|0|3|0|379|293|0.7731|379|293|0.7731|379|0.0262| D|
2313|prehistory|0|0|3|0|3|388|343|0.884|388|343|0.884|388|0.015| D|
2314|miscellaneous|1|1|2|1|2|297|262|0.8822|297|262|0.8822|297|1.3567| C|
2315|philosophy|2|2|3|2|3|405|251|0.6198|405|251|0.6198|405|0.0155| B|
2316|prehistory|3|3|3|||413|345|0.8354|413|345|0.8354|413|0.9762| C|
2317|miscellaneous|0|0|2|0|2|400|262|0.655|400|262|0.655|400|0.0188| C|
2318|high_school_physics|1|1|1|||592|528|0.8919|592|528|0.8919|592|0.2426| A|
2319|virology|2|2|0|2|0|307|261|0.8502|307|261|0.8502|307|0.0277| C|
2320|anatomy|3|3|0|3|0|357|298|0.8347|357|298|0.8347|357|0.0285| D|
2321|high_school_world_history|0|0|2|0|2|1734|1440|0.8304|1734|1440|0.8304|1734|0.5394| A|
2322|marketing|1|1|2|1|2|424|340|0.8019|424|340|0.8019|424|0.0184| B|
2323|elementary_mathematics|2|2|2|||398|320|0.804|398|320|0.804|398|0.0189| B|
2324|professional_law|3|3|0|3|0|1406|1178|0.8378|1406|1178|0.8378|1406|1.4422| B|
2325|electrical_engineering|0|0|1|0|1|378|330|0.873|378|330|0.873|378|0.5583| C|
2326|college_mathematics|1|1|1|||511|389|0.7613|511|389|0.7613|511|0.0188| B|
2327|high_school_us_history|2|2|3|2|3|1921|1469|0.7647|1921|1469|0.7647|1921|0.0264| C|
2328|high_school_european_history|3|3|2|3|2|2134|1492|0.6992|2134|1492|0.6992|2134|0.0269| B|
2329|college_physics|0|0|1|0|1|523|438|0.8375|523|438|0.8375|523|0.0963| B|
2330|professional_law|1|1|0|1|0|1235|1178|0.9538|1235|1178|0.9538|1235|1.9317| C|
2331|high_school_physics|2|2|0|2|0|667|0|0.0|667|529|0.7931|0|0.6328| C|
2332|philosophy|3|3|3|||285|248|0.8702|285|248|0.8702|285|0.3089| A|
2333|high_school_psychology|0|0|0|||364|290|0.7967|364|290|0.7967|364|0.308| C|
2334|philosophy|1|1|3|1|3|282|247|0.8759|282|247|0.8759|282|0.1141| B|
2335|moral_scenarios|2|2|2|||633|561|0.8863|633|561|0.8863|633|0.0188| C|
2336|prehistory|3|3|3|||409|343|0.8386|409|343|0.8386|409|0.4286| D|
2337|professional_psychology|0|0|1|0|1|433|354|0.8176|433|354|0.8176|433|0.5362| C|
2338|college_medicine|1|1|3|1|3|516|446|0.8643|516|446|0.8643|516|0.0189| A|
2339|professional_law|2|2|0|2|0|1377|1177|0.8548|1377|1177|0.8548|1377|1.3485| C|
2340|moral_scenarios|3|3|2|3|2|622|566|0.91|622|566|0.91|622|0.563| C|
2341|elementary_mathematics|0|0|1|0|1|387|320|0.8269|387|320|0.8269|387|0.5133| B|
2342|world_religions|1|1|3|1|3|240|210|0.875|240|210|0.875|240|0.017| D|
2343|professional_psychology|2|2|2|||397|352|0.8866|397|352|0.8866|397|0.0167| B|
2344|moral_scenarios|3|3|0|3|0|618|561|0.9078|618|561|0.9078|618|0.0302| A|
2345|miscellaneous|0|0|2|0|2|304|261|0.8586|304|261|0.8586|304|0.0166| A|
2346|nutrition|1|1|2|1|2|365|304|0.8329|365|304|0.8329|365|0.0235| C|
2347|high_school_government_and_politics|2|2|1|2|1|501|415|0.8283|501|415|0.8283|501|0.1229| C|
2348|high_school_macroeconomics|3|3|0|3|0|422|372|0.8815|422|372|0.8815|422|0.0277| B|
2349|miscellaneous|0|0|2|0|2|307|265|0.8632|307|265|0.8632|307|0.0968| D|
2350|moral_scenarios|1|1|0|1|0|624|561|0.899|624|561|0.899|624|1.6033| C|
2351|human_sexuality|2|2|1|2|1|381|338|0.8871|381|338|0.8871|381|0.2972| C|
2352|computer_security|3|3|2|3|2|487|453|0.9302|487|453|0.9302|487|0.0143| D|
2353|world_religions|0|0|3|0|3|249|207|0.8313|249|207|0.8313|249|0.023| D|
2354|abstract_algebra|1|1|2|1|2|399|352|0.8822|399|352|0.8822|399|0.3465| B|
2355|prehistory|2|2|3|2|3|382|344|0.9005|382|344|0.9005|382|0.5913| B|
2356|professional_psychology|3|3|3|||444|352|0.7928|444|352|0.7928|444|0.4296| C|
2357|high_school_us_history|0|0|3|0|3|1737|1468|0.8451|1737|1468|0.8451|1737|0.58| A|
2358|formal_logic|1|1|3|1|3|799|641|0.8023|799|641|0.8023|799|0.611| C|
2359|professional_psychology|2|2|2|||403|353|0.8759|403|353|0.8759|403|0.129| B|
2360|high_school_psychology|3|3|0|3|0|327|290|0.8869|327|290|0.8869|327|1.344| D|
2361|professional_psychology|0|0|1|0|1|417|355|0.8513|417|355|0.8513|417|0.59| B|
2362|international_law|1|1|0|1|0|541|443|0.8189|541|443|0.8189|541|0.0267| B|
2363|security_studies|2|2|3|2|3|906|801|0.8841|906|801|0.8841|906|0.0198| C|
2364|public_relations|3|3|0|3|0|397|364|0.9169|397|364|0.9169|397|1.0657| A|
2365|moral_disputes|0|0|0|||363|319|0.8788|363|319|0.8788|363|2.1313| D|
2366|professional_law|1|1|0|1|0|1331|1179|0.8858|1331|1179|0.8858|1331|1.3784| D|
2367|medical_genetics|2|2|0|2|0|303|250|0.8251|303|254|0.8383|250|0.8125| C|
2368|professional_medicine|3|3|0|3|0|1220|1097|0.8992|1220|1097|0.8992|1220|1.9423| B|
2369|college_mathematics|0|0|1|0|1|432|389|0.9005|432|389|0.9005|432|0.538| B|
2370|business_ethics|1|1|1|||458|384|0.8384|458|384|0.8384|458|0.0163| A|
2371|professional_psychology|2|2|1|2|1|421|353|0.8385|421|353|0.8385|421|0.0137| A|
2372|sociology|3|3|1|3|1|387|330|0.8527|387|330|0.8527|387|0.3781| B|
2373|high_school_macroeconomics|0|0|0|||418|369|0.8828|418|369|0.8828|418|1.4623| D|
2374|philosophy|1|1|3|1|3|281|246|0.8754|281|246|0.8754|281|0.0204| C|
2375|professional_law|2|2|0|2|0|1380|1178|0.8536|1380|1178|0.8536|1380|0.6642| B|
2376|high_school_us_history|3|3|3|||1784|1732|0.9709|1784|1732|0.9709|1784|0.3363| C|
2377|prehistory|0|0|3|0|3|396|345|0.8712|396|345|0.8712|396|0.5335| D|
2378|business_ethics|1|1|1|||473|384|0.8118|473|384|0.8118|473|0.8086| B|
2379|international_law|2|2|0|2|0|530|441|0.8321|530|441|0.8321|530|1.4135| C|
2380|conceptual_physics|3|3|0|3|0|301|244|0.8106|301|244|0.8106|301|1.6783| A|
2381|high_school_macroeconomics|0|0|0|||437|369|0.8444|437|369|0.8444|437|0.2439| A|
2382|professional_law|1|1|0|1|0|1394|1177|0.8443|1394|1177|0.8443|1394|1.2969| B|
2383|professional_law|2|2|0|2|0|1453|1179|0.8114|1453|1179|0.8114|1453|0.8543| C|
2384|world_religions|3|3|3|||253|207|0.8182|253|207|0.8182|253|0.3507| A|
2385|moral_scenarios|0|0|0|||615|561|0.9122|615|561|0.9122|615|0.7175| A|
2386|moral_scenarios|1|1|0|1|0|627|563|0.8979|627|563|0.8979|627|0.0371| C|
2387|moral_scenarios|2|2|2|||616|562|0.9123|616|562|0.9123|616|1.511| A|
2388|security_studies|3|3|3|||916|800|0.8734|916|800|0.8734|916|0.0272| B|
2389|college_chemistry|0|0|1|0|1|375|1|0.0027|375|1|0.0027|375|0.2703| C|
2390|moral_scenarios|1|1|2|1|2|622|563|0.9051|622|563|0.9051|622|0.0185| C|
2391|moral_disputes|2|2|0|2|0|393|319|0.8117|393|319|0.8117|393|0.0322| B|
2392|jurisprudence|3|3|3|||464|378|0.8147|464|378|0.8147|464|0.0203| B|
2393|high_school_biology|0|0|1|0|1|387|329|0.8501|387|329|0.8501|387|0.2109| C|
2394|marketing|1|1|2|1|2|390|342|0.8769|390|342|0.8769|390|0.0207| C|
2395|nutrition|2|2|2|||336|305|0.9077|336|305|0.9077|336|0.0221| A|
2396|professional_law|3|3|0|3|0|1392|1180|0.8477|1392|1180|0.8477|1392|0.2698| A|
2397|professional_psychology|0|0|1|0|1|396|353|0.8914|396|353|0.8914|396|0.0177| D|
2398|professional_accounting|1|1|3|1|3|556|471|0.8471|556|471|0.8471|556|0.0163| C|
2399|high_school_government_and_politics|2|2|1|2|1|457|416|0.9103|457|416|0.9103|457|1.6887| A|
2400|logical_fallacies|3|3|1|3|1|526|426|0.8099|526|426|0.8099|526|0.0195| B|
2401|computer_security|0|0|2|0|2|538|453|0.842|538|453|0.842|538|0.5452| A|
2402|nutrition|1|1|2|1|2|379|304|0.8021|379|304|0.8021|379|0.0181| D|
2403|high_school_chemistry|2|2|3|2|3|465|381|0.8194|465|381|0.8194|465|0.021| D|
2404|college_biology|3|3|0|3|0|385|341|0.8857|385|341|0.8857|385|0.0228| D|
2405|moral_scenarios|0|0|0|||617|561|0.9092|617|561|0.9092|617|0.0466| C|
2406|philosophy|1|1|3|1|3|291|247|0.8488|291|247|0.8488|291|1.2891| B|
2407|formal_logic|2|2|3|2|3|741|687|0.9271|741|687|0.9271|741|0.0209| C|
2408|virology|3|3|0|3|0|321|261|0.8131|321|261|0.8131|321|0.03| D|
2409|us_foreign_policy|0|0|2|0|2|385|294|0.7636|385|294|0.7636|385|0.0219| A|
2410|professional_law|1|1|0|1|0|1327|1180|0.8892|1327|1180|0.8892|1327|1.5223| B|
2411|professional_law|2|2|0|2|0|1545|1178|0.7625|1545|1178|0.7625|1545|1.4333| B|
2412|moral_scenarios|3|3|0|3|0|635|562|0.885|635|562|0.885|635|1.3204| C|
2413|college_medicine|0|0|3|0|3|493|446|0.9047|493|446|0.9047|493|0.02| A|
2414|high_school_government_and_politics|1|1|1|||475|419|0.8821|475|419|0.8821|475|0.022| B|
2415|moral_disputes|2|2|0|2|0|351|318|0.906|351|319|0.9088|318|0.1146| A|
2416|professional_law|3|3|0|3|0|1333|1178|0.8837|1333|1178|0.8837|1333|2.0823| C|
2417|moral_scenarios|0|0|0|||619|561|0.9063|619|561|0.9063|619|0.2661| C|
2418|college_mathematics|1|1|1|||443|390|0.8804|443|390|0.8804|443|0.0168| C|
2419|high_school_statistics|2|2|3|2|3|734|570|0.7766|734|570|0.7766|734|0.0192| D|
2420|abstract_algebra|3|3|2|3|2|430|355|0.8256|430|355|0.8256|430|0.5541| C|
2421|global_facts|0|0|2|0|2|327|287|0.8777|327|287|0.8777|327|0.6358| B|
2422|professional_accounting|1|1|3|1|3|548|469|0.8558|548|469|0.8558|548|0.6286| B|
2423|professional_accounting|2|2|3|2|3|555|467|0.8414|555|467|0.8414|555|1.3208| D|
2424|high_school_us_history|3|3|3|||1748|1468|0.8398|1748|1468|0.8398|1748|0.0297| B|
2425|high_school_psychology|0|0|0|||323|290|0.8978|323|290|0.8978|323|0.9699| A|
2426|astronomy|1|1|1|||431|338|0.7842|431|338|0.7842|431|0.6072| B|
2427|high_school_psychology|2|2|0|2|0|328|290|0.8841|328|290|0.8841|328|0.0253| D|
2428|high_school_macroeconomics|3|3|0|3|0|418|373|0.8923|418|373|0.8923|418|0.3807| B|
2429|high_school_world_history|0|0|2|0|2|1807|1441|0.7975|1807|1441|0.7975|1807|1.499| B|
2430|elementary_mathematics|1|1|1|||391|320|0.8184|391|320|0.8184|391|0.0168| B|
2431|high_school_macroeconomics|2|2|0|2|0|409|379|0.9267|409|379|0.9267|409|1.3407| D|
2432|econometrics|3|3|1|3|1|533|498|0.9343|533|498|0.9343|533|0.021| B|
2433|professional_psychology|0|0|1|0|1|397|352|0.8866|397|352|0.8866|397|0.6156| B|
2434|high_school_geography|1|1|1|||281|251|0.8932|281|251|0.8932|281|0.0161| D|
2435|philosophy|2|2|3|2|3|277|248|0.8953|277|248|0.8953|277|0.0242| C|
2436|prehistory|3|3|3|||396|347|0.8763|396|347|0.8763|396|0.0187| A|
2437|astronomy|0|0|1|0|1|407|340|0.8354|407|340|0.8354|407|0.0186| C|
2438|high_school_computer_science|1|1|1|||725|570|0.7862|725|570|0.7862|725|0.1595| B|
2439|moral_disputes|2|2|0|2|0|401|323|0.8055|401|323|0.8055|401|0.0205| D|
2440|professional_accounting|3|3|3|||525|465|0.8857|525|465|0.8857|525|0.1046| C|
2441|moral_scenarios|0|0|0|||619|561|0.9063|619|561|0.9063|619|1.4961| C|
2442|econometrics|1|1|1|||570|498|0.8737|570|498|0.8737|570|0.7742| B|
2443|professional_law|2|2|0|2|0|1494|1178|0.7885|1494|1178|0.7885|1494|0.6233| C|
2444|formal_logic|3|3|3|||735|643|0.8748|735|643|0.8748|735|0.3305| C|
2445|anatomy|0|0|0|||375|299|0.7973|375|299|0.7973|375|1.2373| A|
2446|high_school_psychology|1|1|0|1|0|332|290|0.8735|332|290|0.8735|332|0.4819| D|
2447|logical_fallacies|2|2|1|2|1|452|416|0.9204|452|416|0.9204|452|1.4381| A|
2448|high_school_biology|3|3|1|3|1|473|331|0.6998|473|331|0.6998|473|0.0222| A|
2449|high_school_microeconomics|0|0|3|0|3|440|386|0.8773|440|386|0.8773|440|0.722| C|
2450|philosophy|1|1|3|1|3|299|248|0.8294|299|248|0.8294|299|0.0214| C|
2451|professional_medicine|2|2|0|2|0|1212|1094|0.9026|1212|1094|0.9026|1212|0.0341| B|
2452|econometrics|3|3|1|3|1|616|502|0.8149|616|502|0.8149|616|1.258| D|
2453|high_school_geography|0|0|1|0|1|331|251|0.7583|331|251|0.7583|331|0.2838| A|
2454|abstract_algebra|1|1|2|1|2|423|354|0.8369|423|354|0.8369|423|0.0178| C|
2455|professional_law|2|2|0|2|0|1503|1180|0.7851|1503|1180|0.7851|1503|0.4149| C|
2456|college_medicine|3|3|3|||539|446|0.8275|539|446|0.8275|539|0.3812| B|
2457|prehistory|0|0|3|0|3|383|345|0.9008|383|345|0.9008|383|1.0259| D|
2458|prehistory|1|1|3|1|3|385|344|0.8935|385|344|0.8935|385|0.0215| D|
2459|professional_law|2|2|0|2|0|1436|1181|0.8224|1436|1181|0.8224|1436|0.2774| D|
2460|high_school_geography|3|3|1|3|1|300|248|0.8267|300|248|0.8267|300|0.3608| B|
2461|high_school_physics|0|0|1|0|1|722|529|0.7327|722|529|0.7327|722|0.5512| C|
2462|high_school_us_history|1|1|3|1|3|1920|1469|0.7651|1920|1469|0.7651|1920|0.5793| A|
2463|high_school_european_history|2|2|2|||1872|1492|0.797|1872|1492|0.797|1872|0.0267| B|
2464|clinical_knowledge|3|3|1|3|1|292|236|0.8082|292|236|0.8082|292|0.0158| B|
2465|high_school_psychology|0|0|0|||401|289|0.7207|401|289|0.7207|401|0.6854| D|
2466|professional_law|1|1|0|1|0|1514|1177|0.7774|1514|1177|0.7774|1514|1.4619| B|
2467|prehistory|2|2|3|2|3|400|346|0.865|400|346|0.865|400|1.3153| C|
2468|jurisprudence|3|3|3|||428|381|0.8902|428|381|0.8902|428|0.7148| D|
2469|world_religions|0|0|3|0|3|242|210|0.8678|242|210|0.8678|242|0.6779| D|
2470|us_foreign_policy|1|1|2|1|2|336|292|0.869|336|292|0.869|336|0.0227| B|
2471|public_relations|2|2|0|2|0|409|366|0.8949|409|366|0.8949|409|1.3242| A|
2472|professional_psychology|3|3|2|3|2|423|353|0.8345|423|353|0.8345|423|0.3862| A|
2473|abstract_algebra|0|0|2|0|2|437|355|0.8124|437|355|0.8124|437|0.3747| C|
2474|high_school_microeconomics|1|1|3|1|3|436|390|0.8945|436|390|0.8945|436|0.0155| A|
2475|high_school_macroeconomics|2|2|0|2|0|456|368|0.807|456|368|0.807|456|0.0232| D|
2476|prehistory|3|3|3|||388|344|0.8866|388|344|0.8866|388|1.3948| B|
2477|world_religions|0|0|3|0|3|239|206|0.8619|239|206|0.8619|239|0.0144| C|
2478|sociology|1|1|1|||368|333|0.9049|368|333|0.9049|368|0.4248| D|
2479|professional_law|2|2|0|2|0|1302|1179|0.9055|1302|1179|0.9055|1302|0.0335| D|
2480|high_school_european_history|3|3|2|3|2|1899|1848|0.9731|1899|1848|0.9731|1899|0.0272| C|
2481|human_sexuality|0|0|1|0|1|408|337|0.826|408|337|0.826|408|0.5789| C|
2482|world_religions|1|1|3|1|3|243|207|0.8519|243|207|0.8519|243|0.0183| B|
2483|moral_disputes|2|2|0|2|0|352|320|0.9091|352|320|0.9091|352|0.0279| A|
2484|high_school_biology|3|3|0|3|0|417|0|0.0|417|329|0.789|0|0.602| B|
2485|professional_medicine|0|0|0|||1202|1098|0.9135|1202|1098|0.9135|1202|0.0563| A|
2486|college_chemistry|1|1|1|||398|335|0.8417|398|335|0.8417|398|0.91| B|
2487|moral_scenarios|2|2|0|2|0|619|562|0.9079|619|562|0.9079|619|2.1367| C|
2488|conceptual_physics|3|3|0|3|0|277|244|0.8809|277|244|0.8809|277|0.6196| C|
2489|elementary_mathematics|0|0|1|0|1|378|322|0.8519|378|322|0.8519|378|0.0164| C|
2490|moral_scenarios|1|1|0|1|0|629|562|0.8935|629|562|0.8935|629|1.9807| C|
2491|computer_security|2|2|2|||491|453|0.9226|491|453|0.9226|491|1.3582| B|
2492|miscellaneous|3|3|2|3|2|292|262|0.8973|292|262|0.8973|292|0.0187| C|
2493|nutrition|0|0|2|0|2|394|308|0.7817|394|308|0.7817|394|0.5727| A|
2494|human_aging|1|1|1|||315|263|0.8349|315|263|0.8349|315|0.6359| D|
2495|high_school_world_history|2|2|3|2|3|1674|1596|0.9534|1674|1596|0.9534|1674|1.3507| B|
2496|prehistory|3|3|3|||413|343|0.8305|413|343|0.8305|413|0.0945| C|
2497|high_school_biology|0|0|1|0|1|393|329|0.8372|393|329|0.8372|393|0.018| D|
2498|high_school_biology|1|1|1|||430|329|0.7651|430|329|0.7651|430|0.0175| C|
2499|nutrition|2|2|2|||409|307|0.7506|409|307|0.7506|409|0.9076| C|
2500|moral_scenarios|3|3|0|3|0|622|563|0.9051|622|563|0.9051|622|0.0316| A|
2501|professional_medicine|0|0|0|||1322|1100|0.8321|1322|1100|0.8321|1322|0.0312| D|
2502|high_school_macroeconomics|1|1|0|1|0|419|370|0.8831|419|370|0.8831|419|0.0329| B|
2503|moral_scenarios|2|2|2|||619|561|0.9063|619|561|0.9063|619|1.4833| C|
2504|high_school_macroeconomics|3|3|0|3|0|412|370|0.8981|412|370|0.8981|412|0.7552| C|
2505|professional_law|0|0|0|||1410|1178|0.8355|1410|1178|0.8355|1410|1.1378| A|
2506|jurisprudence|1|1|3|1|3|458|378|0.8253|458|378|0.8253|458|0.0241| C|
2507|anatomy|2|2|0|2|0|346|302|0.8728|346|302|0.8728|346|0.0317| C|
2508|marketing|3|3|2|3|2|380|345|0.9079|380|345|0.9079|380|0.0201| A|
2509|high_school_mathematics|0|0|1|0|1|584|495|0.8476|584|495|0.8476|584|0.8114| D|
2510|moral_disputes|1|1|0|1|0|368|318|0.8641|368|318|0.8641|368|0.026| D|
2511|jurisprudence|2|2|3|2|3|411|379|0.9221|411|379|0.9221|411|1.4988| C|
2512|nutrition|3|3|2|3|2|381|309|0.811|381|309|0.811|381|0.0202| C|
2513|professional_law|0|0|0|||1414|1177|0.8324|1414|1177|0.8324|1414|0.829| C|
2514|human_aging|1|1|1|||305|261|0.8557|305|261|0.8557|305|0.8682| B|
2515|human_aging|2|2|1|2|1|294|261|0.8878|294|261|0.8878|294|0.6465| A|
2516|astronomy|3|3|1|3|1|453|340|0.7506|453|340|0.7506|453|0.0202| C|
2517|high_school_psychology|0|0|0|||375|293|0.7813|375|293|0.7813|375|0.9665| D|
2518|professional_law|1|1|0|1|0|1335|1177|0.8816|1335|1177|0.8816|1335|1.4856| D|
2519|college_medicine|2|2|3|2|3|495|450|0.9091|495|450|0.9091|495|0.6358| C|
2520|high_school_computer_science|3|3|1|3|1|721|570|0.7906|721|570|0.7906|721|0.0148| B|
2521|miscellaneous|0|0|2|0|2|290|264|0.9103|290|264|0.9103|290|0.5913| A|
2522|moral_scenarios|1|1|0|1|0|617|561|0.9092|617|561|0.9092|617|0.0297| A|
2523|machine_learning|2|2|0|2|0|415|0|0.0|415|347|0.8361|0|0.1424| A|
2524|electrical_engineering|3|3|1|3|1|373|333|0.8928|373|333|0.8928|373|0.0142| C|
2525|high_school_psychology|0|0|0|||361|290|0.8033|361|290|0.8033|361|1.2216| D|
2526|professional_accounting|1|1|3|1|3|512|469|0.916|512|469|0.916|512|0.3768| C|
2527|virology|2|2|0|2|0|313|263|0.8403|313|263|0.8403|313|0.0298| A|
2528|professional_law|3|3|0|3|0|1328|1179|0.8878|1328|1179|0.8878|1328|0.0356| B|
2529|human_sexuality|0|0|1|0|1|383|337|0.8799|383|337|0.8799|383|0.5964| B|
2530|professional_law|1|1|0|1|0|1502|1178|0.7843|1502|1178|0.7843|1502|0.0276| C|
2531|clinical_knowledge|2|2|1|2|1|290|235|0.8103|290|235|0.8103|290|0.6439| C|
2532|philosophy|3|3|3|||295|248|0.8407|295|248|0.8407|295|0.0204| C|
2533|moral_scenarios|0|0|0|||616|561|0.9107|616|561|0.9107|616|1.3866| A|
2534|college_mathematics|1|1|1|||490|389|0.7939|490|389|0.7939|490|0.3786| D|
2535|high_school_biology|2|2|0|2|0|381|0|0.0|381|329|0.8635|0|0.3844| B|
2536|high_school_biology|3|3|0|3|0|443|0|0.0|443|329|0.7427|0|0.0274| B|
2537|high_school_psychology|0|0|0|||321|290|0.9034|321|290|0.9034|321|0.0426| D|
2538|professional_law|1|1|0|1|0|1381|1179|0.8537|1381|1179|0.8537|1381|0.7372| A|
2539|elementary_mathematics|2|2|2|||413|320|0.7748|413|320|0.7748|413|0.6451| A|
2540|high_school_psychology|3|3|0|3|0|347|291|0.8386|347|291|0.8386|347|0.0312| C|
2541|miscellaneous|0|0|2|0|2|303|266|0.8779|303|266|0.8779|303|0.6535| C|
2542|professional_law|1|1|0|1|0|1332|1179|0.8851|1332|1179|0.8851|1332|0.6352| B|
2543|professional_law|2|2|0|2|0|1688|1179|0.6985|1688|1179|0.6985|1688|0.9586| B|
2544|high_school_mathematics|3|3|1|3|1|561|496|0.8841|561|496|0.8841|561|0.0225| D|
2545|professional_psychology|0|0|2|0|2|450|353|0.7844|450|353|0.7844|450|0.6848| D|
2546|high_school_microeconomics|1|1|3|1|3|462|387|0.8377|462|387|0.8377|462|0.0168| D|
2547|high_school_physics|2|2|0|2|0|656|0|0.0|656|529|0.8064|0|0.0307| A|
2548|moral_disputes|3|3|0|3|0|377|318|0.8435|377|318|0.8435|318|0.019| C|
2549|security_studies|0|0|3|0|3|906|797|0.8797|906|797|0.8797|906|0.0235| D|
2550|moral_scenarios|1|1|0|1|0|630|562|0.8921|630|562|0.8921|630|0.7013| C|
2551|professional_law|2|2|0|2|0|1489|1185|0.7958|1489|1185|0.7958|1489|0.0317| B|
2552|miscellaneous|3|3|2|3|2|325|263|0.8092|325|263|0.8092|325|0.0227| B|
2553|electrical_engineering|0|0|1|0|1|415|330|0.7952|415|330|0.7952|415|0.6223| B|
2554|moral_disputes|1|1|0|1|0|351|320|0.9117|351|320|0.9117|320|0.0244| B|
2555|high_school_mathematics|2|2|1|2|1|558|498|0.8925|558|498|0.8925|558|0.4268| A|
2556|miscellaneous|3|3|2|3|2|302|262|0.8675|302|262|0.8675|302|0.6488| A|
2557|moral_scenarios|0|0|0|||619|563|0.9095|619|563|0.9095|619|1.3936| A|
2558|nutrition|1|1|2|1|2|348|304|0.8736|348|304|0.8736|348|0.5932| C|
2559|sociology|2|2|1|2|1|378|331|0.8757|378|331|0.8757|378|0.8551| D|
2560|college_biology|3|3|0|3|0|389|341|0.8766|389|341|0.8766|389|0.4001| A|
2561|professional_law|0|0|0|||1500|1179|0.786|1500|1179|0.786|1500|0.0366| D|
2562|moral_scenarios|1|1|0|1|0|621|563|0.9066|621|563|0.9066|621|0.0321| A|
2563|formal_logic|2|2|3|2|3|728|679|0.9327|728|679|0.9327|728|1.3012| C|
2564|high_school_microeconomics|3|3|3|||455|388|0.8527|455|388|0.8527|455|0.0212| D|
2565|high_school_macroeconomics|0|0|0|||405|373|0.921|405|373|0.921|405|0.386| D|
2566|high_school_european_history|1|1|2|1|2|1974|1494|0.7568|1974|1494|0.7568|1974|2.0157| D|
2567|high_school_psychology|2|2|0|2|0|362|289|0.7983|362|289|0.7983|362|0.0283| C|
2568|high_school_macroeconomics|3|3|0|3|0|453|369|0.8146|453|369|0.8146|453|0.0284| D|
2569|professional_accounting|0|0|3|0|3|570|465|0.8158|570|465|0.8158|570|0.1448| D|
2570|management|1|1|2|1|2|286|233|0.8147|286|233|0.8147|286|0.0187| C|
2571|high_school_us_history|2|2|3|2|3|1719|1470|0.8551|1719|1470|0.8551|1719|0.1107| D|
